,label
2012686,532
3291561,5212
3511081,352
3676715,415
2867261,442
4377637,352
3347882,361
3387272,3421
2542845,523
3764689,433
2688693,4411
3974919,5212
2931709,523
4196801,4141
3720559,433
3674661,4213
2602497,352
2814442,433
2114978,352
3812123,3412
3254142,4231t
3783189,433
2553327,3412
1517946,451
3169358,4312
1912561,343
2341854,5212
2876236,442
2263400,4123
1668729,4213a
3465733,523
1585448,442
2638853,3412
2226462,4411
3996706,4123
2196889,4141
1906018,442
3094509,3421
2446856,451
3832300,442
1887193,5212
3247173,5212
1798148,523
2134617,361
2397912,4411
2327390,4312
1486771,523
2078618,3421
3394697,451
2095459,415
4118918,5212
2774040,415
3760445,532
1946884,442
1894842,451
2787677,451
3518113,415
2148893,4141
1842910,4123
3081775,4213
1580129,3421
3496084,4321
1515011,451
2418074,5212
3843867,4213a
1748240,451
3170724,4312
1893194,451
3127914,4123
2925542,523
4292190,4312
3504747,352
3078447,3421
2723170,3412
4158160,4123
2752306,4231t
2403480,4312
3421360,4411
2937441,4213a
1842007,433
3885012,343
3650589,3412
3490646,352
2688678,361
4117863,3421
1750047,343
3813472,442
3014287,532
2380035,4231t
4348822,415
2926993,4141
1804201,5212
1866202,433
4303135,4411
1706641,361
2476876,3421
4140694,4321
2173866,4312
1628658,352
3184148,4411
4003492,5212
3427150,343
4336657,343
3006935,4312
1793393,4411
3564583,361
3234622,4213a
3285364,4312
3994658,3421
1925264,442
1902631,442
2406334,4312
3242890,4411
3820428,442
2517369,5212
3413934,451
2538727,352
2028746,4141
3659732,415
2078387,3412
3701012,523
1663838,4213
2848149,433
1885329,433
3028831,3421
4372312,352
2504194,4312
4086630,4213
2048799,4312
3666433,415
3122109,4123
2126856,4123
2077659,3412
3759154,343
3416471,451
2623589,361
2446217,343
1752597,3412
2073450,523
3378687,451
3276412,4411
4150112,4123
3024769,532
3416286,451
1948979,4312
3956586,4321
1644330,3412
3413919,4321
2681401,361
3359981,352
2712678,523
3008457,4312
4117092,3421
3533500,442
2149638,3412
4057705,3412
4185887,4141
2072835,4141
3251068,5212
3530886,442
2328247,4213
1581917,442
2873962,442
2875687,3412
2606080,361
3016457,4411
2260646,4123
1481481,343
2964513,5212
2427921,343
1759261,4123
2149012,3412
2904372,523
3198952,4213
1561268,3412
4334638,361
2758897,415
4055193,3412
1829544,3412
2198182,4213
3643859,343
1791013,4411
2789068,433
2035493,343
3490728,352
2444849,442
3392586,451
2776672,415
2640410,361
2762264,4321
3886442,343
4280067,4321
2425419,5212
3252743,4213a
3369290,451
3545355,361
2193618,3421
3259942,4321
3028514,3412
3947521,343
3817501,343
3629692,415
2515329,5212
1850462,4213
3449027,532
2565912,433
4195120,4231t
3317703,361
1648037,451
3574166,361
3913173,523
3252340,5212
4174949,4141
3535293,361
4028072,3412
3540052,361
3330887,361
3503879,352
2076062,523
4205212,4312
1805374,415
3851673,4411
1930082,4213
1877284,433
3382725,3412
3190966,4411
3842988,442
3592153,4411
2550001,352
2987448,532
4264022,343
1572507,523
2335249,4321
2789849,433
1501938,3421
3577089,361
4308408,4411
2956391,4321
3034993,4141
1856974,343
1929070,442
3844886,442
3109320,3421
2181368,4411
3056451,3412
3074848,3412
3449212,523
1502971,451
1546501,4411
3950995,4213a
3282509,5212
2101918,361
2593926,4321
2284047,4213a
1574287,523
2688422,361
3080094,3421
2672242,4231t
3580308,343
2105292,361
2765620,415
3797277,442
2416679,343
3168429,4141
2395100,4312
2200610,4213
2607498,361
4306558,4411
3221430,5212
2984156,532
1641354,451
3201143,4213
2695237,361
1476646,343
3090297,4312
2255759,343
1777382,4213a
1831838,3412
3693259,5212
3090637,4312
2784699,451
2235475,4123
3591434,361
2995462,532
2326049,4231t
2520713,352
1944909,442
1719747,361
4228578,4411
4116126,3421
3177784,4141
2227844,4411
3794147,442
2198647,3421
3905426,523
3269911,4231t
1511047,451
3521541,361
4232049,4231t
3686515,415
2228810,4411
3273007,4321
1969864,523
3169782,4312
1552957,451
3932483,532
2047976,4231t
2031559,4213
3254892,4231t
2083589,4141
2524448,352
4339901,343
1656613,451
3661340,415
3938524,532
3205606,4231t
2917659,3421
3864447,5212
3868031,442
2958253,4321
2233949,5212
1704839,361
1812704,433
3343142,3412
3237633,4321
3645729,343
1964244,5212
2207661,343
1980841,523
4025805,3412
2220061,4321
3964485,4411
2237048,4213
3141607,352
3574801,4213
1831800,3412
2026974,4141
3761571,433
3943708,4213
2266486,4411
3730050,3412
2008108,5212
3301411,361
3776020,433
1867176,433
2884898,352
3623203,415
2847760,4411
1591080,4213
2324208,4213
2936895,4213a
1554810,5212
2316662,343
2447132,451
1627547,4123
1922986,4123
4324996,4312
4149146,4123
2185343,5212
2068568,5212
1968322,523
3268159,4231t
1963243,442
2382427,4411
2199469,3421
2972073,532
3945407,343
3635288,523
1845163,4141
3522356,433
2698228,415
2386504,5212
2858629,442
2531725,352
3673749,4213
4244892,4213a
3114190,5212
2526394,352
1736949,415
3410763,451
4304909,4411
2034342,4213
4369320,523
3287357,4321
3241021,4213a
2796428,433
2364583,4411
2985769,4213
4286812,4321
2546273,523
1936053,4213a
2049627,4312
3226083,4231t
2114268,352
1520246,4213a
2491672,343
3256890,4231t
3448774,523
1920337,442
3660442,415
4263542,343
4130279,4123
2955987,4321
2917900,523
3183619,4141
2520569,352
1678306,4231t
4193318,4231t
4087777,3421
2567716,433
3086262,4213a
4368532,523
3326897,451
2595651,352
3105173,4411
4073372,3412
2324022,4213
3387810,3421
2642679,361
1780679,4312
3417298,4411
3588828,4321
3500490,352
4201331,5212
3567589,361
4216840,4213a
3264021,4411
2318698,4213a
1735741,415
3641477,532
2086124,4123
2797921,532
4076847,3421
1586688,442
2038556,532
3006060,532
2190059,3421
3912742,4312
4002675,4213
3428985,451
3640563,532
3414836,451
3337830,361
2064916,532
3480905,4141
3191091,352
2688056,361
2227611,3421
3780528,5212
3823579,3421
2324158,4213
3385376,3421
4076174,4123
2269377,5212
1871750,4312
3922736,3421
2924913,4141
1996667,4411
3089033,4312
2534271,442
1677331,451
3196918,4213
2308935,4141
1835106,433
2446947,343
2793423,433
3093065,3421
1822795,433
1554639,451
3075085,3421
1721122,415
3825177,442
1938702,442
2984468,532
3225960,4213a
2198600,4213
3796279,442
2922090,4123
2043943,532
2244603,4123
1932886,4213
2069451,532
3473949,343
3033367,3412
3789643,4312
2987630,532
2152272,4213
3775745,433
3614782,415
3698533,343
2654545,361
1671769,4213a
1549148,451
2872552,532
2899267,451
3048695,3412
2587647,4312
4164066,5212
2383694,4231t
4291984,4312
2704416,442
3968533,532
2599563,4411
2240928,4123
2976915,3421
3704841,4312
2829588,433
3509341,352
3830751,4141
4171600,4213
1694463,442
2488729,343
2267839,4123
1620775,442
3231155,4213a
3816784,3412
2716367,532
3693894,415
2707470,415
2362204,4411
2890153,451
1772890,415
2980621,532
1613463,442
3971195,532
3848456,4321
3252261,4213a
3679559,4411
2378048,4321
3982691,532
2291254,4231t
3287686,4411
2623166,451
2567705,352
1730461,451
2592586,4321
2072946,523
2747118,415
3369945,523
1749210,451
2499868,343
3254203,4312
4208169,4141
3438642,451
4178885,4213a
4222441,4321
3784768,5212
3744700,433
4288341,5212
1961917,442
3895392,523
2166989,4231t
1968749,4213
1631078,352
1755836,3421
2647909,4123
1875309,4321
1932515,442
1925642,442
4088197,3421
4023856,4123
4048921,4321
2939435,352
3656580,3421
3858525,442
1791958,415
4241530,4213a
2623860,451
1684763,361
3775345,433
3279650,4411
4052119,4321
4169903,4312
2048620,532
4349036,415
1882612,4411
3824753,442
2067238,5212
1879364,433
2013729,3412
1638070,451
2249564,4231t
4148829,4411
1801584,415
3001804,4231t
3185688,4141
3908912,523
2057481,532
2325595,4231t
4077964,4123
2517584,343
2250156,4123
3911210,4312
4272684,4312
4227517,4213
1600776,4231t
4293837,4321
1708237,361
1934249,4213a
2330152,4312
1859189,532
3648401,3412
3832085,4141
2651174,4141
3627623,451
1528665,4231t
2334646,4213
2431112,352
1731701,451
2936090,523
2806086,433
2807528,433
2938930,523
3655413,415
2667557,451
1488726,532
2434425,361
2510059,343
3886904,343
1529241,4231t
4029891,4141
4377396,3412
4092016,3421
4041575,4213a
2468904,361
1971700,4213a
3973055,5212
2000813,4411
2088002,4411
4249130,4411
2275994,4213
4155090,4411
1519469,451
4327285,343
3699416,523
2641666,3421
3083137,4213
2678648,361
3811538,442
2714720,523
2925884,523
1682153,4213
2883350,352
1815558,433
3882521,523
2762428,4321
1496923,3412
3289461,4321
1943511,442
3791023,4312
3814041,343
2269373,5212
2270100,4123
3562877,3421
2306173,4411
1633132,523
2534647,442
3388603,451
3127637,4213a
2891192,4321
2762888,415
2321503,4213
2265477,4123
3805934,532
3523620,433
2989411,352
2082428,4123
3212346,4321
2262607,4321
3146859,4321
3454675,523
2468350,361
1987794,523
4084607,4141
1631436,523
3977708,532
2732990,4123
2487057,343
1943055,442
1625277,442
2821375,433
2662402,4213a
3822261,3421
2463719,3412
1886504,433
3970426,4231t
3883342,343
3836158,442
3560544,361
2171638,4312
4037800,4213
3882087,523
2094482,343
1715924,5212
2144951,3412
3382157,3412
2786679,451
2982788,4141
1556990,523
3354383,361
2975018,532
2109192,523
1860112,4213a
2822154,352
1521499,451
3203671,4213
3150242,4411
3247989,5212
2104496,361
1611911,442
4027175,4141
4067895,3412
2291978,4141
2015531,532
1804390,415
1991332,4321
3457874,523
3239238,4411
4004199,4213
2301064,4321
3334876,523
2508875,4321
1789573,4411
2394288,4312
2068133,532
2440673,343
3186910,4141
3005113,4312
3808122,532
3209039,4312
1514054,4141
2894892,451
2428236,352
2685383,361
3166695,4213a
3595371,4411
2328195,4213
3686201,415
1556446,523
3304472,4411
3232096,4312
2897442,451
1992018,4321
3795168,451
2043765,532
1941090,4231t
3894145,4411
4301739,4411
4093367,4213a
1698509,361
2982189,532
3776211,4231t
2299117,4141
2328647,4213
2964509,5212
3107896,3421
4152462,4411
3497111,4411
4079859,3421
1819938,523
3710294,442
4021189,3412
1527315,4231t
2746967,4213a
3109662,3421
3432547,451
3448592,523
3978560,4312
4322934,4231t
1616502,442
2966429,5212
3747203,4141
4137467,4213a
2454579,523
2529971,352
3578793,361
4193040,4141
3824562,4123
1633632,523
2054493,532
3646240,451
3240621,4213a
1716515,361
3873728,523
3586516,4321
2016537,532
2407397,4321
3046049,4231t
3751286,4213
3997519,4141
3578486,4213a
3151634,4411
4020678,415
2575154,4213
1789535,4411
3133070,4231t
2931788,4213
2583231,352
4154576,4411
3216765,4411
2833829,4231t
3781016,5212
4354845,433
3164195,4213a
2634230,532
1802180,415
3767701,4321
3485077,352
2777445,5212
2731067,415
2030093,4213
4067531,3412
2375612,4231t
2866134,442
2172543,3412
4226297,4213
3725143,532
3849743,442
4234655,4231t
2312533,4321
3778296,433
3770406,433
2884718,352
2032241,4213
2755990,415
4233386,4213
2589641,4312
2724066,3412
2025752,4141
2988830,4213a
3452300,3412
3842273,4213a
4021191,3412
3175332,4141
3857094,4231t
2763860,415
1647327,451
1474169,352
1670211,4213a
1753197,3412
1949170,442
3655481,415
3741040,4123
3095734,4231t
2380262,4321
2572474,352
3233837,4213a
1950100,4321
1696249,361
3807978,532
3115304,5212
1768780,4141
2494407,343
1730902,415
2432707,361
2457305,343
2220051,4321
1921029,442
3333072,523
4047846,4213a
1874892,433
1906102,442
4219065,4213
4369609,352
3501940,352
3462973,3421
3383910,3421
3405363,4213
4097914,4321
3198691,4213a
2141549,4231t
2174460,4312
2901222,5212
2025827,532
2547909,352
2647121,4123
2972872,3412
1493844,532
2675171,361
3425118,343
3879797,523
2819208,4213
1878750,433
2935635,4213a
3387946,3421
2902413,451
3612131,361
3434551,5212
4037738,4213
2878877,343
3838343,442
2069570,5212
3362859,343
3494192,4321
3400154,4141
2362350,4411
1930520,4213
3181792,4411
3635733,415
4092800,3421
3065895,3412
3642451,343
4144804,4123
3986346,523
3463222,523
2249686,4231t
2555002,352
3558746,361
3665435,415
3312167,361
2610538,361
3130062,4231t
2895757,4411
3467062,4123
2212466,3421
1846730,433
2478197,343
4356721,352
2744940,415
2465373,3412
1824131,433
3210766,4321
2634584,532
3842661,4213a
3990903,3412
3649068,415
4200511,5212
3864755,5212
4170951,4312
1692491,442
3659085,4123
4029949,4141
4355472,442
2371381,4213a
3214865,4411
3501052,352
1822223,433
3422965,4123
2403002,4312
1812772,433
2717289,532
2888570,352
2120089,4123
4116153,4231t
1639093,532
1537911,4123
1795932,523
4236467,4213
4107561,3421
1650577,3421
2540389,352
2679176,361
3802817,523
2005099,523
1556526,523
1745789,532
2482573,4123
2878554,442
2818119,433
3597273,361
4275269,4411
2456643,343
3139705,352
4263237,5212
3931247,4123
2692709,361
2682988,4321
4058749,4231t
3282241,5212
2036325,343
2837804,4312
2600260,352
1924466,442
3760044,343
3041964,4213
2934972,523
3346283,3421
2242714,4123
2076667,3412
3200395,4213a
4093074,3421
1802990,415
2564303,352
2684172,4321
1648152,451
3300185,361
2042394,532
3721225,433
3410538,4213a
2279158,4213
2014693,532
2102418,361
1844822,433
2624590,451
2972639,532
1938125,4213a
3468177,523
4298189,4231t
4349037,352
4190587,4411
3512080,4312
3333900,523
2380874,4231t
2783718,442
4364552,352
3287090,4411
1712530,361
2742567,415
2747159,4213a
3010503,532
3166289,4213a
2519164,343
4025008,4123
3186823,5212
3853523,4411
3832925,4141
3340815,532
1692448,343
2777305,5212
3392481,4123
4208311,4141
2699134,415
2743490,4213
1508346,451
3701430,523
1633303,451
2291842,4141
3867309,5212
2032364,532
2228874,4411
2117715,451
3194822,4411
1515720,451
3104196,4321
4225779,4213
3890838,4321
2388011,4231t
2503948,4312
1676597,451
3933286,4141
2364187,4411
4347048,415
3833348,442
3906800,523
4205232,4312
1603363,442
2311581,4141
3585583,361
2829061,433
2677509,4312
1621761,442
3778476,433
2313812,343
2717378,415
3989426,523
2445974,343
4316254,5212
3257415,4312
3104981,4411
2726538,415
4104713,4321
4289853,4321
2012992,532
2897198,451
2742301,415
3424352,343
1866126,433
3723628,523
4362853,451
3015008,532
3736695,3421
1518597,4213
3223283,4213
2339017,4213
3789900,433
2029500,532
1930967,442
2309156,5212
1673614,4231t
1700534,361
3400227,451
3548077,532
1480264,3421
3488864,352
2476641,343
1659830,451
2072269,4141
2565914,433
3882084,4213a
4222757,4321
2017331,532
2148898,3412
1760346,415
1883924,4411
1669773,4213a
2742624,4213
1609203,4312
3419861,451
2760132,4321
2030768,532
2814893,4141
3200218,4213
2072539,4141
4061804,3412
4210780,343
2975892,532
4014286,4141
3020339,4411
3243067,4213a
1481695,343
3513013,352
3422752,343
1730490,415
3950915,4213a
2841718,433
1985626,4231t
3748224,433
1848423,4141
3434545,5212
3657094,3421
2053504,532
4069839,4312
2275496,4213
4009850,352
2549476,532
4256066,5212
3124570,4213
3108218,3421
4371805,532
1868815,4231t
3065429,4321
1477740,343
1504160,3421
3562232,361
2687971,4411
3949567,343
2239580,4213
2469576,361
3102997,3421
3848830,4321
3201428,4231t
3702254,523
2103086,361
3308454,433
2347597,4213a
4259659,4213a
3632516,523
2733448,4123
2696472,5212
2304223,4411
1758592,3421
3938232,532
2574990,4213
3819116,442
1578656,442
2023110,532
3697384,415
1513584,4141
2949219,523
1988201,4312
3320961,361
2541263,523
3580863,442
2725399,3421
2180414,4411
2740488,4213
3358680,343
1727384,442
4279303,4321
3768813,4321
2802328,3412
3811678,442
3038039,4141
3407468,4213a
3685557,415
1876432,433
1776782,4213a
2729423,3421
3265923,4411
3993880,3421
4198866,4141
2120144,532
3520471,361
3481081,4141
1503569,451
3391220,451
1558729,532
3024598,5212
1688658,4213a
4144552,4321
2753777,4312
1504915,4123
2080342,3421
2796580,433
3549679,532
2917960,523
1812911,451
2723249,415
3591470,361
2097442,415
1978557,4141
3329359,451
3814159,343
3151250,4411
3444831,451
3212587,4213
3812256,442
3687451,415
3584314,343
3304921,5212
2772197,352
3262163,4411
2092075,415
2429710,352
3900376,4231t
3433390,4231t
3387565,451
4134896,4123
3468517,523
2964318,4411
3886012,343
3688153,415
1647393,451
1992914,4321
3231233,4213a
3740307,433
2557086,3421
2602542,5212
3333360,523
3225836,4213a
3007056,532
2615634,352
4170039,4312
1479604,3421
1750971,343
2704535,415
3674441,4213
3646274,451
2765400,415
3173281,4321
2938667,4213a
1936831,4213a
2606842,361
3596720,4231t
3025195,532
3153993,5212
2321649,4213
3010300,4321
1665586,4213
2916045,3421
3008654,532
3307390,4411
1973652,4213a
4194296,4231t
2870600,532
3271815,4321
3010891,532
3878595,523
2343105,4231t
3188793,5212
3778662,433
2875185,3412
2352498,4213a
2581985,4213a
4328333,343
2192000,3421
1975565,523
2051115,4312
3601638,4231t
2600303,4411
1911443,343
2834218,4312
2903709,451
3903336,4231t
2965287,5212
3596616,4231t
3533502,442
3111860,5212
2404677,5212
3108112,3421
3134954,4123
2323937,4231t
2544780,352
1639528,451
3973944,532
2950297,523
2152872,4213
3813394,442
2504830,4312
3794742,451
2106723,352
2006476,5212
3014622,532
1617476,442
1856341,532
2650448,4141
3517762,361
2131532,4141
4268553,4213a
2735938,415
2312015,4141
4133013,4123
3480987,4141
1959895,4411
3754592,4213
3266915,4231t
1581803,442
2066746,5212
1654713,451
3775098,4411
2790844,523
2291992,4141
4037610,4213
3748443,4141
3866209,5212
3183507,4141
2370798,5212
2343924,4213a
4228653,4213
4326375,343
2012374,532
3787405,4312
4261332,5212
3770558,433
3990772,3421
1986828,523
2559213,352
2473371,361
2544426,352
2703485,415
3896188,523
3863199,5212
3667106,4141
1928470,442
1531506,4312
4376898,3412
3586290,4321
1807662,442
4201408,4141
3849687,442
4062979,4231t
1785413,415
2318204,4213a
1873003,433
3001769,532
2450232,451
3367537,523
2911602,3412
1884798,4411
1582695,442
3926815,532
4128934,4213
4069823,4312
4078169,3421
4300467,4411
2955739,4321
1708468,4321
4101923,4321
3467992,4123
3569346,361
2512759,343
3716573,451
2170418,4312
1503625,451
2443164,343
1516519,4213
3363981,343
2446706,451
2406874,4312
1792921,4411
1974764,4213a
3744636,433
2111623,352
4111402,4411
3513962,361
3319179,361
3571649,4213
2048069,532
4045715,3412
4314506,5212
3390235,4123
2757426,415
4178693,4213a
3171046,4312
3503880,4231t
3209497,4312
3389923,4123
1724961,415
3581728,343
3537698,442
1728600,442
3899459,523
4309108,4411
3213608,4321
2313389,4321
2678141,4312
2026456,4141
2745237,4213a
2674879,361
2401681,4312
2705752,442
2731053,415
3099063,4312
3990286,3421
4178102,4141
3549908,361
1701552,361
4262632,343
2796094,433
4095789,343
3680123,4411
3664919,415
3176794,4141
1767912,4141
3043973,4231t
2276530,4213
1622416,5212
3102605,3421
4128204,4213
2008405,3412
4045553,3412
2934787,4213a
3107663,4411
1745168,415
3152317,4123
3348334,361
2194385,4141
2918506,523
2655123,361
4225799,4213
3922136,3421
4154537,343
2781345,433
1483979,523
2280902,4213
3110532,5212
2347273,4213a
4121416,5212
3399558,4141
2926772,523
3991440,3421
2324940,4213
3098965,4312
3970088,4231t
1502933,451
1726674,442
1517084,451
1743341,532
3460392,523
2978153,3421
4046486,4213a
3542784,361
1568450,523
2345345,4231t
3509786,4312
4253086,4213a
1590440,442
3855004,442
3175473,4321
2964990,523
1624453,442
4286973,5212
2903978,5212
4278716,4321
2078803,3412
3591091,4411
1507748,451
2640453,3412
3709850,442
4096129,343
4221258,4213
3998878,4123
3156758,4123
3262315,4411
3837809,442
1983022,4231t
1477848,343
3003402,4231t
1599694,442
1534597,451
1532907,451
3955577,532
1685424,4213a
3538552,361
1647643,451
2623968,451
2280857,4141
3026375,3421
3286860,4411
3468935,4123
3876881,4213
1589761,4141
1504449,451
3138752,4321
3965298,532
4136004,4123
2854312,433
3135642,4123
3164400,4141
2894310,451
3213938,4321
1882341,433
4135583,4213a
3526976,343
3676830,4213a
2960218,4411
3809081,3412
2724723,415
3867691,442
1732683,451
2886151,4141
3925144,3421
2809501,433
3517049,415
3211187,4213
4265245,5212
3810051,3412
2742149,415
3618814,415
3788579,4312
1644507,451
2370213,4213a
1530620,451
4157236,4123
3124697,4123
3687646,4231t
2632177,361
1923211,442
2449960,451
2983755,532
3929705,4123
4224037,4321
3908131,5212
3875710,523
2540083,352
2411564,4411
2121819,4123
2316086,343
2842601,4321
3428539,451
3897572,523
3320860,442
2647904,361
3587375,361
3128943,4123
2137338,4141
2137509,361
2212029,4231t
2650860,4141
1678576,4231t
2392146,4312
2612152,433
2410020,4411
3924649,532
2558382,3421
2847932,4411
4357804,442
1488791,451
3602661,5212
1514546,4141
3120933,4123
2717496,415
4268714,4312
4198901,5212
4360428,352
2714561,415
1814136,433
2197315,3421
3660550,415
2342316,5212
3374353,451
4062983,4231t
2543884,352
4150661,343
3115082,5212
3342608,3412
2651780,4141
2400423,4312
1674556,4231t
2847332,4411
2922761,523
3470530,352
2173096,4312
1840411,433
3227105,4231t
1636917,451
3548857,532
2661425,361
4236463,4213
3067987,3412
2863564,442
2785465,451
2026810,4141
3313524,343
3022884,5212
3649460,415
3490397,4213a
2394121,4321
2714740,523
3110183,3421
3905689,5212
3026725,3421
1578277,3421
3498376,352
3092123,4312
1852643,433
2128911,3421
1864306,4213a
2425465,5212
2612206,433
4334132,5212
3929527,4123
4017494,415
3341481,532
1607625,4312
3731715,433
1768656,4141
2631454,532
1750329,343
4188114,4141
3322349,361
1974120,4213a
2596978,352
3245243,5212
4152166,4411
2963979,523
3711705,433
4103222,3421
4286087,5212
2606726,361
2435595,361
1519887,451
3138181,4312
3985328,523
2481125,4123
2553301,3412
2067222,5212
3544806,523
3436927,5212
1555129,451
2917892,523
1955574,4321
3168900,4312
1917248,442
1836655,3421
2056364,4321
2687054,361
3912502,4312
3730943,433
1827688,433
3450379,532
1946678,442
3707433,4312
3557608,3412
1796185,343
2228414,4411
2148334,3412
3958282,4321
2681651,361
2884158,352
1544599,451
1974735,523
2639083,3412
2303328,4141
2896492,451
1771540,415
4180703,4213a
2757938,415
3815303,343
4065780,5212
3722201,433
2522628,415
3780974,5212
3283552,4312
2060504,532
2847402,4411
3607568,361
2339896,5212
4080727,4141
3547688,361
2091849,415
2562439,4123
2223169,4321
3907129,5212
3408706,4213a
3043086,352
2343409,4231t
1773020,415
4269619,4213a
2307701,4141
4232666,4213
3828408,4123
2506602,343
3206485,4312
3254768,4231t
3807264,532
2408670,4411
2577407,352
3024970,5212
2509678,343
2554464,352
2987667,4213
1945964,442
2272092,4123
3104641,4411
3275017,4321
2896141,4411
3085834,4213a
2117641,451
2877774,442
1489952,532
4286981,5212
2133690,4141
3535877,361
2630792,361
1917771,3421
3387255,451
1935926,442
1493719,451
3641201,532
2288851,4141
4291005,4321
2957070,523
1915411,3421
2780101,433
2529441,352
3495559,352
3825144,4123
4332911,4312
3872136,4312
3147120,4123
1850664,4213
3834724,442
1864870,433
2926052,523
2525030,352
2818654,4213
3662540,415
1566089,3421
2445882,343
2373179,4312
1988664,523
3947098,4213
3012024,4321
4289614,4321
4037181,3412
3730395,433
2588152,352
3967209,532
1755653,415
3546263,361
3939091,4213
3029510,3412
4293825,4321
3193179,352
2647760,361
2029789,4213
3233443,4213a
4091319,4213a
1904166,532
3637684,415
2483490,343
3850272,4321
2131285,4231t
3479609,4141
2629836,361
1999393,4411
3014144,4321
2151277,4141
2586522,4231t
2288303,4141
3122023,4123
3093941,3421
2566873,352
1516543,4213
1520549,451
2102626,361
4112412,3421
3864249,5212
4004327,4213
1632580,523
4377610,3412
1893823,442
3480583,4141
4246975,4213a
1559315,532
2290843,4141
2593109,352
2563805,352
1940585,4213a
4161149,4231t
2933020,4213
4303171,4411
2405925,5212
3742385,433
4110486,4411
1983655,523
3669945,4213
2605066,5212
2054197,532
2723502,3412
2103560,361
2765290,415
2350992,4312
3670477,4213
2358671,4213a
3601769,361
2651385,361
3518510,361
2272652,4123
3701939,343
1740460,523
3127684,4123
2051746,532
3716450,433
2162276,4213a
3928545,4123
3262226,4231t
2424410,4411
4191454,4141
2292927,4312
3569802,361
2519316,343
3561724,361
3058744,4312
3211940,4321
3164424,4141
2234892,4213
2858961,442
3319771,361
2389357,4231t
2761749,415
2959351,4321
2438277,343
3537749,361
2728417,3421
3153020,4123
1872280,4312
2153767,3412
2842263,4321
2855840,451
4028626,3412
1911739,343
3023821,532
3949084,4213
3141900,4321
2466946,361
3430140,4231t
3587961,361
3558676,361
2006608,5212
3300617,361
2191718,4123
2681773,361
2266877,4123
3243358,4411
4208761,4141
3352943,361
2142086,415
1773993,4213
2264590,4411
2128169,3421
2309043,4141
3772929,433
3047632,4213a
3922544,3421
4060914,3412
3284847,5212
1852916,4213
3870897,442
2630095,523
3383176,451
3089631,4312
2379082,4321
2979386,4141
3338058,361
3586765,361
2605723,352
1683313,4213
2475179,361
3192288,4411
2987072,532
2122150,532
4289807,4321
2923188,4123
3992951,3412
2313392,343
3301851,5212
4286879,5212
2447767,343
3286820,4411
2849820,4411
3462063,3421
1997143,4411
3979848,4312
3132661,4123
3364090,3421
2481692,343
2052824,532
1858902,343
3201569,4213
1491437,451
4119780,5212
3750918,4213
3744016,4123
2130063,4231t
4363448,352
2517250,343
2134910,4141
3646312,451
3354320,4123
2438043,361
1966193,4213
1940716,442
2559574,3421
1877585,4321
2913576,3412
3023306,5212
3474726,415
4326584,4312
1949841,4312
3571164,361
3447522,523
3416203,4321
3280371,4312
1812572,433
4144315,4123
4038941,4213a
3258762,4321
2331703,4321
2659477,4213
3912689,523
2043547,532
2080634,3421
3710048,442
3423746,343
4251833,4231t
4377517,352
2914588,3412
4241468,4213a
1801317,5212
3227589,4231t
3431700,4231t
3452228,3412
4315246,5212
2586625,352
3985260,523
3736417,3421
1490047,451
1844410,4123
1475342,343
2384156,4231t
2454790,343
4048880,3412
3767650,433
3638993,532
4266023,5212
2892025,451
2054751,532
1559353,532
2893073,451
3534794,442
3842241,4213a
2996975,4213a
2995615,4213a
2898590,451
3020394,532
3644908,451
4139092,4123
2766305,4411
4021702,4123
2091139,4213
3581395,442
2814937,4141
2008170,5212
3732420,3412
3746122,433
2286557,4213a
1859722,4213a
4228822,4411
2723595,415
3646470,451
1669299,4213a
3814444,3412
3405239,4213
4253938,4213a
2217849,3421
3341117,532
1774216,415
2257735,343
2185666,3412
2506044,4312
3638186,415
1634024,523
2630297,523
1978227,4141
1708525,4411
2485650,4141
3877225,4213
3068588,4411
4299939,4231t
3545745,361
1516793,4213
3907131,5212
2709848,415
2321230,4213a
3505213,352
3615261,433
2949225,523
1860861,433
3244595,5212
3596320,361
2974013,3421
1573615,523
2946437,4231t
2382031,4411
3350754,4123
2909872,3412
2635833,361
4015104,4141
3518770,361
2376474,4231t
1893902,451
3830385,4141
2065754,5212
4266083,5212
3256372,4231t
3705813,4312
3563152,361
3701523,343
1793405,4411
2678320,361
2171035,3412
3215010,4213
3107550,3421
2368836,5212
2500989,4231t
3174162,4141
2615183,442
2647574,361
1925524,442
2577350,4213
2793349,433
2158274,343
2174985,4321
3117641,4141
1695547,361
1661484,451
2712490,523
3737345,3421
3393547,4123
2133619,361
3803172,442
2988854,4213a
2522529,352
2654535,361
2971035,532
2722664,3412
2505877,343
1805897,5212
2298870,4321
2880657,343
1874158,4312
3847501,442
3257719,4231t
4075936,4123
3267705,4231t
2291268,4231t
2394260,4312
3365798,3421
4283399,4321
3135227,4312
2545350,352
3328684,361
3771888,4411
3885130,343
3796065,442
2224305,3421
1940219,4213a
4141698,4321
1677522,4231t
3630773,415
1757266,3421
3873651,4213
1771469,4213
1914733,3421
3171677,4141
1785324,4321
3787291,4312
2145212,4123
2308991,4141
3234956,4213a
1894107,442
3501912,352
4330464,5212
2428660,352
1847620,433
2684533,361
1646254,3412
1644082,3412
4213307,4231t
3735137,3421
2493382,343
3645131,343
2801528,3412
4342234,352
1893094,451
4230234,4213
